Matricula,Carrera,Promedio
A83410,CARR103,68.833
A83411,CARR71,84.772
A83413,CARR99,72.263
A83415,CARR62,75.526
A83416,CARR66,93.75
A83417,CARR62,91.476
A83418,CARR62,70.95
A83421,CARR99,74.277
A83423,CARR2,90.111
A83424,CARR62,81.15
A83426,CARR84,77.5
A83427,CARR54,83.947
A83428,CARR62,84.736
A83429,CARR99,89.086
A83430,CARR97,84.578
A83431,CARR63,82.684
A83437,CARR66,76.47
A83438,CARR62,87.75
A83439,CARR66,87
A83441,CARR88,91.4
A83442,CARR85,67.857
A83447,CARR97,90.157
A83448,CARR103,93.736
A83451,CARR97,77.421
A83453,CARR99,80.384
A83454,CARR62,91.7
A83456,CARR2,77.647
A83457,CARR62,92.333
A83458,CARR99,57.888
A83459,CARR62,82.142
A83460,CARR98,79.684
A83461,CARR2,89.888
A83462,CARR97,91.238
A83463,CARR112,73.307
A83464,CARR54,89.7
A83465,CARR63,84.736
A83466,CARR62,87.529
A83467,CARR2,89.222
A83468,CARR62,78.904
A83470,CARR62,79.5
A83471,CARR85,92.571
A83472,CARR62,81.952
A83475,CARR88,80.888
A83477,CARR84,62
A83478,CARR65,86.571
A83480,CARR84,80.8
A83481,CARR62,88.263
A83482,CARR88,86.631
A83483,CARR2,80.222
A83484,CARR85,80.894
A83485,CARR88,83.21
A83487,CARR62,87.333
A83488,CARR53,84.523
A83489,CARR112,81.555
A83491,CARR64,87.555
A83492,CARR54,81.947
A83495,CARR110,78
A83496,CARR108,87.666
A83497,CARR97,81.388
A83498,CARR97,78.812
A83499,CARR85,68.857
A83500,CARR65,79.315
A83501,CARR62,76.55
A83502,CARR62,80.421
A83503,CARR63,84.684
A83504,CARR62,89.578
A83505,CARR62,80.555
A83506,CARR85,96.95
A83507,CARR61,86.3
A83508,CARR103,95.333
A83509,CARR63,75.263
A83510,CARR99,95.142
A83511,CARR62,83.789
A83512,CARR2,85.052
A83514,CARR53,85.55
A83517,CARR61,92.95
A83518,CARR63,73.333
A83519,CARR112,95
A83520,CARR2,90.277
A83521,CARR97,84.15
A83522,CARR63,86.333
A83527,CARR65,96.571
A83530,CARR66,76.772
A83532,CARR71,79.111
A83534,CARR65,84.7
A83536,CARR114,77.75
A83537,CARR66,81.55
A83538,CARR71,83.222
A83539,CARR64,89.555
A83540,CARR66,71.476
A83542,CARR2,81.428
A83543,CARR2,66.923
A83545,CARR110,92.263
A83549,CARR77,77.38
A83551,CARR99,85.631
A83553,CARR112,76.454
A83554,CARR42,81.45
A83555,CARR2,88.444
A83556,CARR54,91.421
A83557,CARR114,87.968
A83558,CARR64,90.266
A83561,CARR103,91.578
A83562,CARR97,84.611
A83563,CARR66,72.809
A83565,CARR61,77
A83567,CARR76,97.166
A83569,CARR2,50.571
A83572,CARR62,87
A83573,CARR2,89.833
A83576,CARR63,90.526
A83581,CARR63,83.473
A83585,CARR97,74
A83586,CARR88,82.733
A83587,CARR98,80.21
A83588,CARR71,89.388
A83590,CARR63,82.157
A83591,CARR98,75.263
A83593,CARR2,84.411
A83595,CARR79,86.105
A83596,CARR62,75.95
A83597,CARR71,84.5
A83598,CARR2,90.736
A83599,CARR110,97.263
A83606,CARR63,77.545
A83616,CARR42,96.95
A83617,CARR97,78.384
A83618,CARR66,80.9
A83619,CARR66,77.631
A83622,CARR103,80.904
A83623,CARR85,78.714
A83624,CARR64,77.375
A83626,CARR84,85.111
A83627,CARR2,94.5
A83629,CARR66,61.555
A83630,CARR73,73
A83631,CARR84,44.666
A83633,CARR71,69.2
A83634,CARR84,79.21
A83636,CARR62,83.526
A83637,CARR88,87.421
A83638,CARR62,66.166
A83639,CARR88,83.2
A83640,CARR62,76
A83642,CARR84,85.052
A83643,CARR66,90.333
A83645,CARR53,79.142
A83646,CARR2,61.375
A83648,CARR66,75.526
A83650,CARR2,80.722
A83653,CARR98,77.571
A83654,CARR62,83.95
A83656,CARR53,89.947
A83658,CARR2,80
A83662,CARR2,77.125
A83663,CARR110,89.705
A83664,CARR112,76.5
A83666,CARR85,76.166
A83667,CARR62,75.125
A83668,CARR99,79.3
A83669,CARR98,80.523
A83671,CARR99,89
A83672,CARR88,89.967
A83674,CARR99,79.187
A83676,CARR85,84.484
A83678,CARR63,85.857
A83681,CARR66,76.533
A83682,CARR112,84
A83683,CARR85,76.166
A83684,CARR42,87.944
A83687,CARR85,69.555
A83688,CARR2,63.062
A83689,CARR98,80.444
A83690,CARR112,86.526
A83692,CARR63,71.166
A83694,CARR63,77.888
A83696,CARR88,89.5
A83699,CARR84,85.428
A83700,CARR99,71.277
A83703,CARR84,89
A83704,CARR53,78.285
A83705,CARR78,0
A83707,CARR62,78.571
A83709,CARR71,63
A83710,CARR63,86.714
A83711,CARR2,89.428
A83712,CARR103,87.571
A83715,CARR61,87.142
A83716,CARR62,92.714
A83717,CARR110,82.428
A83718,CARR97,91.285
A83719,CARR71,89.571
A83720,CARR2,85.142
A83721,CARR62,87.714
A83722,CARR103,94
A83723,CARR112,77.285
A83725,CARR99,85.571
A83726,CARR103,81.285
A83727,CARR63,79
A83732,CARR54,84.285
A83735,CARR54,82.142
A83738,CARR85,90
A83739,CARR84,77.285
A83740,CARR62,82.857
A83742,CARR54,82
A83744,CARR88,90.5
A83745,CARR97,89.857
A83746,CARR62,81.857
A83747,CARR62,92.8
A83748,CARR110,85.285
A83749,CARR62,83.285
A83750,CARR97,90.714
A83751,CARR97,90.285
A83752,CARR2,0
A83753,CARR2,91.285
A83754,CARR110,95.285
A83755,CARR62,84.166
A83756,CARR84,74.833
A83758,CARR85,91
A83759,CARR84,93.142
A83762,CARR99,74.428
A83763,CARR99,90.714
A83765,CARR71,80.571
A83766,CARR42,89.571
A83767,CARR62,87
A83768,CARR63,85.571
A83771,CARR85,79.857
A83772,CARR88,85.571
A83774,CARR85,90.142
A83775,CARR2,84.285
A83776,CARR85,92.333
A83777,CARR71,89.428
A83779,CARR103,73.285
A83781,CARR99,79.571
A83783,CARR112,87.333
A83785,CARR85,78.142
A83786,CARR71,84.428
A83788,CARR98,88.285
A83789,CARR103,73.142
A83791,CARR2,80.142
A83792,CARR103,80.571
A83793,CARR88,92
A83794,CARR99,67.142
A83797,CARR2,82.428
A83798,CARR2,87.571
A83800,CARR42,93.714
A83801,CARR110,91.428
A83802,CARR112,89.571
A83803,CARR103,92.857
A83804,CARR2,74.571
A83805,CARR63,82.333
A83806,CARR62,65.142
A83807,CARR71,86.714
A83808,CARR103,88.111
A83809,CARR84,87.5
A83812,CARR85,81
A83813,CARR79,83.142
A83815,CARR54,79.857
A83816,CARR63,77.142
A83819,CARR85,91.428
A83820,CARR103,82.714
A83821,CARR103,73.714
A83822,CARR97,0
A83823,CARR72,89.571
A83825,CARR54,82.428
A83826,CARR97,92.857
A83827,CARR85,74.666
A83828,CARR78,86.714
A83829,CARR61,94.142
A83830,CARR2,92.142
A83831,CARR84,87.428
A83833,CARR63,93.571
A83834,CARR99,69.4
A83835,CARR97,90.571
A83837,CARR62,91.714
A83839,CARR62,70.714
A83840,CARR64,80.666
A83841,CARR63,76.428
A83843,CARR85,92
A83845,CARR110,85
A83846,CARR112,85.833
A83849,CARR62,68.875
A83852,CARR62,76
A83853,CARR42,85.833
A83855,CARR62,61.875
A83857,CARR63,73.428
A83858,CARR63,88.857
A83860,CARR112,83.142
A83861,CARR66,73.857
A83863,CARR77,92
A83864,CARR112,90
A83865,CARR63,98
A83866,CARR2,89.142
A83867,CARR84,62.285
A83868,CARR61,83.142
A83869,CARR103,78.285
A83871,CARR62,75.857
A83873,CARR99,85.428
A83874,CARR63,93.428
A83875,CARR84,72.714
A83877,CARR2,95.857
A83878,CARR62,81.142
A83879,CARR99,73.285
A83881,CARR53,83.714
A83882,CARR99,84
A83883,CARR42,98.571
A83884,CARR71,88.285
A83885,CARR63,81.142
A83891,CARR63,72.857
A83893,CARR62,88
A83895,CARR112,87.6
A83896,CARR98,84.142
A83897,CARR97,82.571
A83899,CARR88,89.714
A83900,CARR63,75.428
A83901,CARR61,96.428
A83902,CARR98,94
A83903,CARR103,78
A83904,CARR88,83
A83906,CARR2,87.285
A83908,CARR42,92.714
A83909,CARR88,83.055
A83910,CARR60,92.75
A83912,CARR62,90.428
A83913,CARR98,59.142
A83917,CARR2,89.4
A83918,CARR2,93.857
A83920,CARR85,78.714
A83921,CARR54,88.888
A83922,CARR110,86.75
A83923,CARR42,92
A83924,CARR85,88.571
A83925,CARR84,91.285
A83927,CARR62,62.285
A83928,CARR77,84
A83929,CARR66,83.714
A83930,CARR84,69.857
A83933,CARR2,83.285
A83935,CARR71,87.285
A83936,CARR71,84.571
A83937,CARR84,76
A83938,CARR72,90.857
A83939,CARR85,99.142
A83941,CARR54,77.714
A83942,CARR107,70
A83943,CARR103,95.571
A83947,CARR78,79.6
A83950,CARR71,93.142
A83956,CARR62,76.857
A83958,CARR62,81
A83960,CARR63,87.714
A83961,CARR63,75.857
A83963,CARR2,63
A83964,CARR97,93.857
A83966,CARR99,85.714
A83967,CARR63,86.285
A83968,CARR103,84
A83971,CARR63,84.714
A83973,CARR66,89.428
A83975,CARR63,87.142
A83976,CARR2,91.428
A83978,CARR71,88.142
A83979,CARR97,89
A83980,CARR85,84.714
A83981,CARR103,82.857
A83983,CARR62,91
A83984,CARR62,77
A83986,CARR66,69
A83987,CARR72,92.714
A83988,CARR66,68.571
A83993,CARR78,62.714
A83994,CARR62,0
A83999,CARR98,79.833
A84001,CARR62,77.857
A84002,CARR62,78.142
A84003,CARR84,89.5
A84005,CARR42,87
A84006,CARR84,87.714
A84007,CARR62,83.428
A84009,CARR63,93.857
A84011,CARR66,75.857
A84012,CARR63,81.714
A84013,CARR54,92.714
A84015,CARR53,58.142
A84017,CARR84,61.142
A84019,CARR62,67.333
A84021,CARR62,80.833
A84022,CARR62,87.428
A84024,CARR86,83.142
A84025,CARR62,77.142
A84026,CARR2,89.428
A84027,CARR62,81.833
A84028,CARR66,80.428
A84029,CARR77,86.714
A84031,CARR97,82.142
A84032,CARR85,90.714
A84033,CARR103,70
A84034,CARR2,90.571
A84036,CARR97,91.857
A84038,CARR97,73.72
A84039,CARR103,88.857
A84040,CARR54,84.571
A84041,CARR62,78.315
A84042,CARR62,73.571
A84043,CARR63,78.571
A84045,CARR98,86.857
A84046,CARR98,86.25
A84047,CARR62,88
A84048,CARR53,96.857
A84049,CARR108,84.833
A84050,CARR99,92
A84052,CARR62,94
A84054,CARR66,70.714
A84055,CARR62,90.571
A84057,CARR108,90.666
A84058,CARR84,84
A84059,CARR97,89.857
A84060,CARR114,69.428
A84061,CARR61,80.571
A84062,CARR42,97.857
A84063,CARR2,89.5
A84066,CARR85,77.142
A84067,CARR2,84.833
A84068,CARR85,80.571
A84069,CARR63,98.428
A84070,CARR79,89.571
A84071,CARR2,89
A84072,CARR97,0
A84073,CARR85,93.571
A84074,CARR2,94.571
A84075,CARR103,87.428
A84076,CARR66,85.666
A84078,CARR97,74.166
A84079,CARR2,88
A84080,CARR103,98.714
A84081,CARR85,90.571
A84082,CARR71,82.142
A84083,CARR79,0
A84084,CARR62,84
A84087,CARR54,80.285
A84089,CARR112,89.428
A84090,CARR112,86.428
A84093,CARR2,96.875
A84095,CARR61,84.285
A84096,CARR84,0
A84098,CARR63,76.714
A84102,CARR62,77.857
A84103,CARR71,80
A84104,CARR97,95.142
A84105,CARR63,0
A84107,CARR99,71.666
A84108,CARR63,88.857
A84110,CARR99,95.571
A84111,CARR2,96.857
A84112,CARR61,92.142
A84113,CARR85,87.571
A84114,CARR62,94.666
A84117,CARR99,75.428
A84119,CARR62,82.857
A84121,CARR85,87.857
A84122,CARR62,82
A84123,CARR66,82.666
A84124,CARR62,65.714
A84127,CARR85,81.714
A84128,CARR65,76.857
A84129,CARR66,78.571
A84131,CARR54,73
A84133,CARR62,79.285
A84134,CARR2,78.285
A84135,CARR62,79.571
A84136,CARR66,79.857
A84137,CARR110,79.428
A84139,CARR99,95.571
A84142,CARR2,90.571
A84143,CARR97,82.857
A84145,CARR99,81.428
A84147,CARR62,89.142
A84148,CARR63,75.142
A84149,CARR85,98
A84150,CARR78,89.857
A84152,CARR108,93
A84155,CARR79,89.666
A84158,CARR62,92.714
A84159,CARR85,95.857
A84160,CARR98,96.857
A84162,CARR85,82.166
A84163,CARR99,75.285
A84164,CARR99,90.428
A84166,CARR98,95.857
A84169,CARR62,93.857
A84170,CARR62,84.142
A84172,CARR62,83.571
A84173,CARR62,87.285
A84174,CARR2,88.857
A84177,CARR112,96.909
A84178,CARR71,96.857
A84179,CARR62,94.428
A84180,CARR63,76.285
A84181,CARR103,93.857
A84182,CARR84,81.142
A84183,CARR66,74.6
A84184,CARR2,85.428
A84185,CARR97,88.857
A84188,CARR2,93
A84189,CARR62,81.714
A84190,CARR112,84.285
A84191,CARR78,79.857
A84192,CARR62,80.428
A84193,CARR62,92.285
A84194,CARR97,90.428
A84195,CARR85,86.142
A84199,CARR98,86.142
A84200,CARR85,87.142
A84201,CARR97,0
A84203,CARR84,78.285
A84205,CARR66,81
A84206,CARR88,84.714
A84208,CARR2,86.333
A84211,CARR2,92.428
A84213,CARR98,95.428
A84214,CARR110,87.857
A84216,CARR62,78
A84217,CARR66,93
A84226,CARR85,85.714
A84228,CARR97,91.142
A84229,CARR79,82.4
A84230,CARR42,82.166
A84231,CARR85,94.285
A84232,CARR112,81
A84234,CARR54,83
A84235,CARR110,84.571
A84237,CARR97,81.333
A84238,CARR88,86.333
A84239,CARR84,98.444
A84240,CARR85,91
A84243,CARR63,91.857
A84245,CARR103,76.787
A84246,CARR112,0
A84247,CARR75,80.75
A84252,CARR62,85
A84253,CARR99,80.368
A84254,CARR110,61.062
A84255,CARR42,93.857
A84256,CARR97,72.5
A84258,CARR108,85.833
A84259,CARR99,75.428
A84260,CARR71,0
A84261,CARR85,94.617
A84266,CARR79,92.428
A84276,CARR99,85.428
A84282,CARR2,81.285
A84283,CARR99,86.333
A84336,CARR103,90
A84338,CARR2,68.588
A84706,CARR66,45.555
A84720,CARR84,77.866
A84732,CARR62,82.142
A84733,CARR2,89.428
A84734,CARR85,81.857
A84735,CARR2,96.714
A84739,CARR71,92
A84742,CARR54,83.666
A84748,CARR63,62.076
A84751,CARR103,68.625
A84752,CARR99,68.833
A84761,CARR97,95.714
A84762,CARR63,82
A84763,CARR85,72.142
A85893,CARR85,80.533
A85944,CARR84,78.969
A85945,CARR62,80.043
A85946,CARR62,76.2
A85947,CARR62,87.037
A85948,CARR113,76.645
A85951,CARR75,73.634
A85952,CARR65,90.592
A85954,CARR112,79.897
A85955,CARR103,81.319
A85957,CARR107,85.45
A85960,CARR42,86.811
A85961,CARR62,87.672
A85962,CARR85,82.48
A85963,CARR66,81.066
A85965,CARR110,84.075
A85966,CARR2,79
A85967,CARR85,83.48
A85968,CARR85,85.425
A85969,CARR71,89.327
A85970,CARR84,56.641
A85971,CARR97,79
A85972,CARR64,72.074
A85973,CARR99,83.25
A85974,CARR66,88.92
A85977,CARR65,82.981
A85982,CARR42,84.388
A85983,CARR2,78.886
A85984,CARR99,82.404
A85985,CARR85,84.085
A85986,CARR85,82.385
A85987,CARR84,88.595
A85988,CARR63,85.581
A85992,CARR110,87.09
A85994,CARR42,88.571
A85996,CARR54,81.687
A86003,CARR54,79.327
A86007,CARR2,87.102
A86008,CARR42,76.666
A86009,CARR65,68.095
A86014,CARR54,88.88
A86015,CARR98,73.794
A86016,CARR112,83.826
A86017,CARR62,74.614
A86018,CARR62,84.217
A86019,CARR97,88.315
A86020,CARR88,91.842
A86024,CARR110,85.3
A86026,CARR85,94.018
A86028,CARR42,85.25
A86030,CARR63,86.5
A86031,CARR110,87.886
A86036,CARR99,81.862
A86041,CARR73,80.375
A86050,CARR97,78.322
A86063,CARR73,74.285
A86064,CARR71,93.437
A86065,CARR61,88.433
A86066,CARR62,86.045
A86067,CARR88,77.633
A86068,CARR71,83.696
A86069,CARR71,80.297
A86070,CARR85,72.342
A86071,CARR103,91.127
A86072,CARR99,78.692
A86073,CARR2,75.765
A86074,CARR98,91.4
A86075,CARR62,96
A86078,CARR84,75.5
A86088,CARR62,80.981
A86089,CARR62,81.474
A86096,CARR99,79.818
A86097,CARR62,72
A86100,CARR2,83.315
A86103,CARR62,88.79
A86104,CARR62,81.046
A86106,CARR2,86.078
A86107,CARR62,90.72
A86108,CARR97,79.743
A86111,CARR84,77.103
A86112,CARR54,80.622
A86113,CARR2,84.705
A86114,CARR85,79.368
A86117,CARR75,75.434
A86119,CARR72,89.272
A86121,CARR71,77.069
A86123,CARR99,76.25
A86125,CARR72,78.96
A86126,CARR61,81.627
A86129,CARR62,71.522
A86131,CARR99,59.266
A86135,CARR84,75.868
A86138,CARR54,82.2
A86141,CARR61,80.118
A86142,CARR71,85.941
A86143,CARR99,91.064
A86146,CARR63,84.787
A86147,CARR63,85.937
A86148,CARR88,88.6
A86150,CARR62,86.966
A86151,CARR85,84.25
A86154,CARR84,87.777
A86155,CARR75,91.454
A86157,CARR97,89.9
A86158,CARR84,84
A86162,CARR62,76.941
A86165,CARR42,74.928
A86167,CARR85,78.363
A86173,CARR103,81.781
A86174,CARR63,91.575
A86175,CARR62,90.942
A86177,CARR66,79.485
A86178,CARR66,75.518
A86180,CARR88,81.1
A86181,CARR88,90.708
A86183,CARR71,80.588
A86185,CARR62,71.068
A86187,CARR85,86.702
A86189,CARR75,87.161
A86190,CARR62,80.673
A86195,CARR88,88.333
A86196,CARR62,76.58
A86197,CARR112,76.95
A86198,CARR71,82.128
A86200,CARR85,83.617
A86201,CARR66,74.163
A86202,CARR66,79.17
A86203,CARR73,73.618
A86207,CARR97,92.228
A86208,CARR66,80.43
A86209,CARR66,39.714
A86210,CARR103,83.896
A86211,CARR98,78.846
A86213,CARR42,81.285
A86214,CARR62,74.852
A86222,CARR54,76.79
A86224,CARR85,67.128
A86226,CARR84,87.157
A86228,CARR63,86.25
A86229,CARR75,80.438
A86233,CARR97,80.131
A86236,CARR62,90.96
A86237,CARR84,86.076
A86239,CARR103,85.947
A86246,CARR62,83.714
A86247,CARR63,93.877
A86248,CARR66,91.649
A86249,CARR71,79.035
A86250,CARR62,84.578
A86251,CARR99,84.209
A86252,CARR85,91.565
A86253,CARR62,95.859
A86257,CARR62,77.155
A86258,CARR112,91.969
A86259,CARR54,87.44
A86261,CARR63,78.434
A86263,CARR85,86
A86264,CARR54,82.241
A86265,CARR112,90.869
A86266,CARR103,85.418
A86267,CARR103,85.176
A86268,CARR88,83.787
A86272,CARR104,71.88
A86280,CARR84,83.879
A86295,CARR110,89.894
A86300,CARR54,77.717
A86308,CARR103,74.364
A86313,CARR66,79.685
A86314,CARR66,77.171
A86316,CARR103,73.09
A86320,CARR73,73.261
A86321,CARR62,87.378
A86323,CARR62,78.142
A86324,CARR62,87.666
A86325,CARR58,82.228
A86326,CARR85,85.583
A86327,CARR88,93.258
A86328,CARR62,81.523
A86329,CARR54,77.418
A86330,CARR60,88.61
A86335,CARR66,88.396
A86337,CARR62,84.859
A86340,CARR84,77.3
A86341,CARR103,77.173
A86345,CARR58,79
A86346,CARR62,84.013
A86347,CARR103,90.593
A86349,CARR2,87.416
A86350,CARR62,77.731
A86351,CARR62,91.83
A86352,CARR103,84.307
A86354,CARR103,79.333
A86355,CARR103,80.571
A86356,CARR103,81.161
A86358,CARR54,90.578
A86359,CARR66,68.6
A86361,CARR63,79.326
A86363,CARR85,77.673
A86364,CARR42,89.775
A86365,CARR103,90.811
A86366,CARR103,90.203
A86367,CARR65,82.627
A86369,CARR85,94.16
A86371,CARR97,90.68
A86372,CARR85,87.898
A86373,CARR99,80.568
A86374,CARR99,79.857
A86377,CARR84,83.069
A86378,CARR72,77.232
A86381,CARR86,85.327
A86382,CARR97,86.15
A86383,CARR62,88.981
A86385,CARR76,87.981
A86386,CARR84,87.084
A86387,CARR84,84.947
A86388,CARR99,81.477
A86389,CARR88,84.111
A86390,CARR61,81.775
A86392,CARR85,76
A86393,CARR112,90.472
A86394,CARR62,88.701
A86395,CARR103,75.687
A86396,CARR103,86.303
A86397,CARR85,89.553
A86399,CARR85,84.209
A86400,CARR103,88.574
A86401,CARR2,88.714
A86402,CARR58,88.166
A86404,CARR97,88.702
A86405,CARR85,87.697
A86406,CARR84,88.25
A86407,CARR84,84.139
A86408,CARR103,85.88
A86409,CARR112,82.045
A86410,CARR77,83.25
A86411,CARR85,86.295
A86412,CARR63,78.511
A86413,CARR98,78.512
A86414,CARR84,81.534
A86416,CARR103,91.272
A86417,CARR73,88.113
A86418,CARR84,82.413
A86419,CARR66,90.411
A86420,CARR84,74.9
A86421,CARR99,89.1
A86422,CARR77,72.846
A86423,CARR63,78.288
A86424,CARR103,85.934
A86425,CARR42,92.428
A86427,CARR62,83.304
A86428,CARR62,82.594
A86430,CARR66,88.857
A86431,CARR2,87.677
A86432,CARR77,90.441
A86433,CARR42,78.23
A86435,CARR62,90
A86436,CARR42,87.052
A86437,CARR62,75.666
A86439,CARR103,86.931
A86440,CARR88,72.85
A86442,CARR85,92.684
A86443,CARR2,80.363
A86445,CARR64,92.366
A86446,CARR62,84.588
A86448,CARR63,92.29
A86451,CARR85,86.225
A86452,CARR42,90.736
A86453,CARR85,92.645
A86455,CARR85,92.578
A86456,CARR99,85.393
A86457,CARR103,86.684
A86458,CARR66,86.8
A86459,CARR62,55.32
A86460,CARR62,83.7
A86461,CARR103,79.935
A86464,CARR62,65.842
A86465,CARR66,96.571
A86466,CARR42,85
A86467,CARR73,81.406
A86468,CARR62,91.032
A86469,CARR103,73.766
A86470,CARR84,79.722
A86471,CARR113,80.5
A86472,CARR110,87.25
A86473,CARR66,90.473
A86474,CARR84,74
A86475,CARR71,86.878
A86476,CARR88,84.923
A86477,CARR103,82.684
A86478,CARR97,90.789
A86479,CARR98,86.684
A86481,CARR103,87.736
A86484,CARR60,90.666
A86485,CARR103,83.05
A86486,CARR84,80.6
A86487,CARR42,83.21
A86488,CARR73,82.058
A86489,CARR99,92.095
A86490,CARR42,90.368
A86491,CARR85,70.3
A86493,CARR84,79
A86494,CARR53,72.35
A86495,CARR2,89.153
A86497,CARR84,82.947
A86498,CARR62,79.343
A86499,CARR62,78.235
A86500,CARR103,82.233
A86502,CARR62,84.571
A86503,CARR88,85.714
A86504,CARR85,85.857
A86507,CARR54,88
A86508,CARR99,95.333
A86510,CARR42,89.421
A86511,CARR53,89.285
A86518,CARR62,85.857
A86520,CARR62,77.714
A86521,CARR54,88.571
A86522,CARR54,89.166
A86523,CARR97,96.857
A86524,CARR103,90.428
A86525,CARR62,83.714
A86527,CARR62,88.857
A86537,CARR71,84.131
A86539,CARR61,76.125
A86540,CARR62,83.559
A86544,CARR2,85.645
A86547,CARR62,71.89
A86554,CARR88,85.076
A86562,CARR62,74
A86586,CARR63,77
A86587,CARR46,81.03
A86588,CARR103,83.543
A86609,CARR84,75.721
A86618,CARR66,81.25
A86620,CARR85,93.709
A86621,CARR66,85.033
A86622,CARR99,82.245
A86623,CARR85,86.127
A86624,CARR66,79.653
A86625,CARR42,85.491
A86626,CARR62,79.475
A86628,CARR110,86.033
A86629,CARR103,84.576
A86630,CARR112,84.88
A86631,CARR99,82.07
A86632,CARR76,78
A86633,CARR66,89.224
A86635,CARR66,96.5
A86637,CARR76,83.534
A86638,CARR66,89.644
A86639,CARR76,77.944
A86641,CARR62,72.375
A86642,CARR103,88.363
A86643,CARR84,83.862
A86644,CARR97,87.083
A86645,CARR54,82.114
A86647,CARR98,86.777
A86648,CARR47,82.072
A86649,CARR62,79.523
A86650,CARR62,72.051
A86651,CARR85,87.1
A86652,CARR2,89.795
A86653,CARR2,72.128
A86654,CARR63,92.428
A86655,CARR76,85.881
A86656,CARR54,83.62
A86657,CARR76,85.685
A86658,CARR103,87.107
A86659,CARR62,77.54
A86680,CARR66,82.745
A86683,CARR99,82.732
A86692,CARR54,85.653
A86693,CARR99,97.125
A86694,CARR84,84.065
A86695,CARR84,78.628
A86699,CARR66,81.037
A86700,CARR103,82.641
A86704,CARR86,75.438
A86707,CARR103,72.786
A86710,CARR42,85.794
A86711,CARR62,68
A86725,CARR62,81.622
A86726,CARR84,87.418
A86728,CARR97,94.025
A86729,CARR63,86.272
A86730,CARR42,81.906
A86731,CARR110,78.529
A86732,CARR98,77.901
A86733,CARR62,67.65
A86734,CARR86,78.347
A86735,CARR62,87.891
A86736,CARR98,85.325
A86737,CARR62,75.942
A86743,CARR46,81.977
A86744,CARR2,85.526
A86745,CARR60,87.511
A86746,CARR103,88.446
A86747,CARR62,78.8
A86748,CARR85,81.906
A86749,CARR58,84
A86750,CARR66,89.613
A86751,CARR61,81.631
A86752,CARR97,78.951
A86755,CARR84,85.8
A86760,CARR42,82.953
A86761,CARR85,74.36
A86762,CARR86,87.65
A86763,CARR99,97.35
A86764,CARR98,89.465
A86765,CARR63,87.688
A86766,CARR103,80.966
A86767,CARR62,89.325
A86777,CARR84,82.923
A86779,CARR103,77.653
A86782,CARR97,88.886
A86785,CARR54,77.236
A86786,CARR85,68.775
A86791,CARR84,78.204
A86792,CARR66,82.147
A86794,CARR86,76.94
A86799,CARR85,77
A86801,CARR110,71.461
A86804,CARR42,87.161
A86810,CARR62,74.813
A86812,CARR85,65.444
A86814,CARR85,90.744
A86816,CARR86,69.185
A86818,CARR103,78
A86819,CARR84,90.823
A86820,CARR97,83.166
A86821,CARR85,95.645
A86824,CARR85,72.645
A86825,CARR104,92.333
A86826,CARR84,77.285
A86828,CARR84,85.866
A86830,CARR72,86.758
A86831,CARR62,87.064
A86834,CARR66,87.03
A86835,CARR98,85.06
A86836,CARR85,83.777
A86838,CARR62,60.857
A86839,CARR65,75.137
A86840,CARR61,76
A86841,CARR65,82.031
A86842,CARR97,87.916
A86844,CARR42,81.724
A86845,CARR62,67
A86846,CARR84,64.083
A86847,CARR86,70.37
A86850,CARR84,83.654
A86851,CARR97,85.234
A86853,CARR84,84.694
A86854,CARR103,87
A86856,CARR88,75.312
A86857,CARR85,84.354
A86861,CARR85,78.5
A86862,CARR62,79.774
A86863,CARR78,80.285
A86864,CARR103,79
A86865,CARR88,78.875
A86866,CARR85,92.551
A86867,CARR66,84.848
A86869,CARR84,94.645
A86871,CARR42,84.052
A86872,CARR84,95.548
A86873,CARR61,84.516
A86874,CARR66,81.714
A86875,CARR110,83.225
A86880,CARR103,83
A86881,CARR110,84.967
A86882,CARR76,69.518
A86883,CARR63,77.607
A86884,CARR103,88.384
A86885,CARR103,81.222
A86886,CARR98,71.388
A86887,CARR85,80.8
A86888,CARR47,65.16
A86890,CARR84,77.863
A86892,CARR99,76.91
A86894,CARR103,83.625
A86895,CARR103,82.848
A86896,CARR84,76.718
A86897,CARR62,83.03
A86899,CARR62,95.684
A86900,CARR2,85.206
A86901,CARR42,92.419
A86903,CARR54,90.843
A86904,CARR76,79.937
A86905,CARR103,85.483
A86906,CARR65,77.338
A86907,CARR75,75.819
A86908,CARR85,72.129
A86912,CARR99,70.872
A86913,CARR99,73.865
A86914,CARR42,82.787
A86916,CARR86,76.61
A86918,CARR103,87.677
A86921,CARR103,76.342
A86923,CARR46,78.705
A86926,CARR84,72.633
A86927,CARR112,85.27
A86928,CARR110,82.92
A86930,CARR103,78.622
A86931,CARR104,67.05
A86932,CARR62,70.531
A86934,CARR85,68.724
A86935,CARR42,74.578
A86936,CARR85,71.806
A86939,CARR85,76.327
A86940,CARR85,90.092
A86942,CARR110,71.916
A86943,CARR85,90.428
A86944,CARR103,63.466
A86945,CARR85,36.571
A86946,CARR97,90.571
A86949,CARR62,76.857
A86950,CARR54,77.611
A86951,CARR42,80.368
A86952,CARR71,72.611
A86953,CARR66,61.4
A86955,CARR103,82.525
A86956,CARR66,92.278
A86957,CARR54,75.728
A86958,CARR84,78.444
